Coral,Dredge,Direction,Transect,Site,Habitat,Species,WPD,PM.norm,PM,Mortality.norm,Mortality,Bleaching.norm,Bleaching,Disease.norm,Disease,PB.norm,PB,Buried.norm,Buried,Comments,Oct.13,Nov.13,Dec.13,Jan.14,Feb.14,Mar.14,Apr.14,May.14,Jun.14,Jul.14,Aug.14,Sep.14,Oct.14,Nov.14,Dec.14,Jan.15,Feb.15,Mar.15,Jun.15,Jul.15
HBN1-CR-1-3,channel,N,25,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM
HBN1-CR-1-4,channel,N,25,9,1,SIDSP,,1,0,1,0,1,0,1,0,1,0,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-1-5,channel,N,25,9,1,SBOU,Susceptible,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-1-6,channel,N,25,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB
HBN1-CR-1-7,channel,N,25,9,1,SIDSP,,1,0,1,0,1,0,1,0,1,0,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-1-8,channel,N,25,9,1,SIDSP,,1,0,1,0,1,0,1,0,1,0,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-1-9,channel,N,25,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM
HBN1-CR-2-1,channel,N,26,9,1,SBOU,Susceptible,1,0,1,0,1,0,1,0,1,0,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-2-2,channel,N,26,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-2-3,channel,N,26,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB
HBN1-CR-2-4,channel,N,26,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB
HBN1-CR-2-5,channel,N,26,9,1,SIDSP,,1,0,1,0,1,0,1,0,1,0,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-2-6,channel,N,26,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-3-1,channel,N,27,9,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-3-2,channel,N,27,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-3-3,channel,N,27,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-3-4,channel,N,27,9,1,SIDSP,,1,0,1,0,1,0,1,0,1,0,0,1,MIS,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-3-5,channel,N,27,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-3-6,channel,N,27,9,1,SIDSP,,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-3-7,channel,N,27,9,1,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN1-CR-3-8,channel,N,27,9,1,SSID,Not Susceptible,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM
HBN2-CR-1-1,channel,N,28,10,1,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-1-2,channel,N,28,10,1,PAST,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-1-3,channel,N,28,10,1,PAST,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,MIS,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-1-4,channel,N,28,10,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-1-5,channel,N,28,10,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,NORM,BUR,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-2-1,channel,N,29,10,1,ODIF,,1,0,1,0,1,0,1,0,0,1,1,0,MIS,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-2-2,channel,N,29,10,1,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-2-3,channel,N,29,10,1,SIDSP,,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,PB,NORM,BUR,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-2-4,channel,N,29,10,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,PB,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-3-1,channel,N,30,10,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,PB,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-3-2,channel,N,30,10,1,DSTO,Susceptible,1,0,0,1,1,0,1,0,0,1,0,1,,NORM,PB,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBN2-CR-3-3,channel,N,30,10,1,SIDSP,,0,1,1,0,0,1,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM
HBN2-CR-3-4,channel,N,30,10,1,SIDSP,,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,NORM,BUR,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-3-5,channel,N,30,10,1,SINT,Not Susceptible,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN2-CR-3-6,channel,N,30,10,1,SIDSP,,1,0,1,0,1,0,1,0,1,0,0,1,MIS,NORM,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-1-1,channel,N,31,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-1-2,channel,N,31,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-1-3,channel,N,31,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-1-4,channel,N,31,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-1-5,channel,N,31,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-1-6,channel,N,31,11,1,DSTO,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-1-7,channel,N,31,11,1,PAST,Not Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-1-8,channel,N,31,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-2-1,channel,N,32,11,1,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,NORM,NORM,NORM,NORM,BUR,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-2-2,channel,N,32,11,1,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,MIS,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-2-3,channel,N,32,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-2-4,channel,N,32,11,1,PAST,Not Susceptible,1,0,1,0,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-2-5,channel,N,32,11,1,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-2-6,channel,N,32,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,PM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-2-7,channel,N,32,11,1,SBOU,Susceptible,0,1,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS
HBN3-CP-2-8,channel,N,32,11,1,PAST,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,MIS,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-2-9,channel,N,32,11,1,DSTO,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-2-10,channel,N,32,11,1,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-3-1,channel,N,33,11,1,DCLI,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,PB,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-3-2,channel,N,33,11,1,ODIF,,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBN3-CP-3-3,channel,N,33,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-3-4,channel,N,33,11,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-3-5,channel,N,33,11,1,DSTO,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,DEAD,NORM
HBN3-CP-3-6,channel,N,33,11,1,ODIF,,1,0,1,0,1,0,1,0,0,1,1,0,MIS,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-3-7,channel,N,33,11,1,SSID,Not Susceptible,0,1,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBN3-CP-3-8,channel,N,33,11,1,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBN3-CP-3-9,channel,N,33,11,1,SBOU,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-1-1,channel,N,34,12,2,SINT,Not Susceptible,1,0,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-1-2,channel,N,34,12,2,DSTR,Susceptible,0,1,0,1,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2N1-RR-1-3,channel,N,34,12,2,DSTR,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,PM,NORM,NORM,NORM,NORM,DIS,NORM,DEAD,NORM
R2N1-RR-1-4,channel,N,34,12,2,DSTO,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,DIS,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,PB,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2N1-RR-1-5,channel,N,34,12,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-1-6,channel,N,34,12,2,MCAV,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-1-7,channel,N,34,12,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-1-8,channel,N,34,12,2,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-1-9,channel,N,34,12,2,MCAV,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-1-10,channel,N,34,12,2,MMEA,Susceptible,1,0,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,DIS,NORM,NORM,DEAD,NORM,NORM,NORM
R2N1-RR-2-1,channel,N,35,12,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-2-2,channel,N,35,12,2,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-2-3,channel,N,35,12,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-2-4,channel,N,35,12,2,MMEA,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,DIS,NORM,NORM,DEAD,NORM,NORM,NORM
R2N1-RR-2-5,channel,N,35,12,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-2-6,channel,N,35,12,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-2-7,channel,N,35,12,2,SINT,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-2-8,channel,N,35,12,2,DSTR,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,DIS,DEAD,NORM,NORM
R2N1-RR-2-9,channel,N,35,12,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-2-10,channel,N,35,12,2,MMEA,Susceptible,1,0,0,1,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,BLE,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2N1-RR-3-1,channel,N,36,12,2,MCAV,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-3-2,channel,N,36,12,2,SBOU,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-3-3,channel,N,36,12,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-3-4,channel,N,36,12,2,MMEA,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,PM,NORM,NORM,DEAD,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-3-5,channel,N,36,12,2,MMEA,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,PM,NORM,DIS,NORM,NORM,DEAD,NORM,NORM,NORM
R2N1-RR-3-6,channel,N,36,12,2,MMEA,Susceptible,0,1,0,1,0,1,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,BLE,NORM,DIS,NORM,NORM,DEAD,NORM,NORM,NORM
R2N1-RR-3-7,channel,N,36,12,2,DCLI,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM,NORM
R2N1-RR-3-8,channel,N,36,12,2,DCLI,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM
R2N1-RR-3-9,channel,N,36,12,2,MCAV,Susceptible,0,1,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,BLE,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM
R2N1-RR-3-10,channel,N,36,12,2,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC1-LR-1-1,control,N,37,13,2,PAST,Not Susceptible,1,0,1,0,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE
R2NC1-LR-1-2,control,N,37,13,2,DSTO,Susceptible,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R2NC1-LR-1-3,control,N,37,13,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC1-LR-1-4,control,N,37,13,2,MMEA,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2NC1-LR-1-5,control,N,37,13,2,PAST,Not Susceptible,1,0,1,0,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE
R2NC1-LR-1-6,control,N,37,13,2,PAST,Not Susceptible,1,0,0,1,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R2NC1-LR-1-7,control,N,37,13,2,SSID,Not Susceptible,0,1,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
